id,Action
1,0.942109890158713
2,0.9421098916487913
3,0.942109891831489
4,0.9421098912389299
5,0.9421098922531796
6,0.9421098920131993
7,0.9421098910712838
8,0.9421098926098012
9,0.9421098904602462
10,0.9421098912811792
11,0.9421098913460823
12,0.9421098910262259
13,0.9421098912351149
14,0.9421098900087884
15,0.9421098912066161
16,0.9421098915157944
17,0.9421098901222785
18,0.9421098907040829
19,0.9421098920488544
20,0.9421098918076464
21,0.9421098918700094
22,0.9421098913221263
23,0.942109891301508
24,0.9421098911326279
25,0.9421098915740419
26,0.9421098909463571
27,0.9421098916012709
28,0.9421098906544271
29,0.9421098916122144
30,0.942109890779156
31,0.9421098915982016
32,0.9421098912571239
33,0.9421098914075153
34,0.9421098918531159
35,0.9421098914890083
36,0.9421098919749313
37,0.9421098913038881
38,0.9421098917689524
39,0.9421098912474699
40,0.9421098908077747
41,0.9421098902601259
42,0.9421098917742137
43,0.9421098913504279
44,0.9421098916806463
45,0.9421098916352261
46,0.9421098910276922
47,0.9421098924112035
48,0.9421098912719054
49,0.9421098924741717
50,0.9421098916790047
51,0.9421098911917288
52,0.9421098916868608
53,0.9421098913314685
54,0.9421098922478203
55,0.9421098915638123
56,0.9421098908039556
57,0.9421098913769133
58,0.9421098922489206
59,0.9421098917744254
60,0.9421098918677008
61,0.9421098916145725
62,0.9421098916163748
63,0.9421098914420866
64,0.9421098919518408
65,0.9421098919805263
66,0.942109891778764
67,0.9421098911404208
68,0.9421098923169935
69,0.9421098913099485
70,0.942109889954366
71,0.9421098912621912
72,0.9421098918595875
73,0.9421098917942128
74,0.9421098918935729
75,0.9421098916820715
76,0.9421098920082694
77,0.9421098918401447
78,0.9421098907541225
79,0.9421098904475672
80,0.9421098916491248
81,0.9421098922973026
82,0.9421098916450005
83,0.9421098915355517
84,0.9421098917250075
85,0.9421098913235549
86,0.9421098905916929
87,0.9421098912131409
88,0.9421098916369622
89,0.9421098917790532
90,0.9421098907770269
91,0.942109891302609
92,0.9421098905622429
93,0.9421098920661554
94,0.9421098910619617
95,0.9421098914857162
96,0.9421098913733349
97,0.942109890213312
98,0.942109891533307
99,0.9421098919314657
100,0.942109891729242
101,0.94210989124715006
102,0.9421098903148847
103,0.9421098916010158
104,0.9421098909314893
105,0.9421098904997219
106,0.942109891815317
107,0.9421098921730874
108,0.9421098913109002
109,0.9421098918360825
110,0.9421098914062189
111,0.9421098906011092
112,0.9421098915016753
113,0.9421098911809072
114,0.942109891820094
115,0.9421098916567036
116,0.942109891238862
117,0.9421098910644973
118,0.9421098917665035
119,0.9421098922203573
120,0.9421098916297246
121,0.9421098914906241
122,0.9421098917573596
123,0.9421098908100205
124,0.942109891964924
125,0.9421098915956165
126,0.9421098906175375
127,0.9421098901639784
128,0.9421098906021098
129,0.9421098907287409
130,0.9421098914286502
131,0.9421098920879672
132,0.9421098918982945
133,0.9421098914041361
134,0.9421098905296178
135,0.9421098918667697
136,0.9421098912218585
137,0.9421098918196381
138,0.9421098910738271
139,0.9421098910177194
140,0.9421098922758001
141,0.9421098914883866
142,0.9421098913808208
143,0.9421098918328685
144,0.9421098918644347
145,0.9421098923220687
146,0.9421098900866711
147,0.94210988988724
148,0.9421098905722403
149,0.9421098922927522
150,0.9421098915525529
151,0.9421098919566554
152,0.9421098908407889
153,0.9421098916282765
154,0.9421098911316687
155,0.9421098912895131
156,0.9421098912044881
157,0.9421098914199116
158,0.9421098917668299
159,0.9421098914271822
160,0.9421098910745607
161,0.9421098902742071
162,0.9421098920590933
163,0.9421098917667254
164,0.9421098913160117
165,0.9421098916102159
166,0.9421098925694673
167,0.9421098909413359
168,0.9421098915027946
169,0.9421098913235345
170,0.9421098919090534
171,0.9421098916804338
172,0.9421098915172212
173,0.9421098915476527
174,0.9421098915819801
175,0.9421098917715585
176,0.9421098921449185
177,0.9421098908894148
178,0.9421098918804998
179,0.9421098918053258
180,0.9421098902798777
181,0.9421098901822023
182,0.9421098913191129
183,0.9421098909321134
184,0.94210989120378
185,0.9421098917768339
186,0.9421098907309684
187,0.9421098918736226
188,0.9421098912948394
189,0.9421098905951089
190,0.9421098919334755
191,0.9421098924823473
192,0.9421098911630544
193,0.9421098923327634
194,0.9421098918516027
195,0.9421098915232182
196,0.9421098921705393
197,0.9421098917526832
198,0.9421098911401498
199,0.9421098919162572
200,0.9421098904635316
201,0.942109891765546
202,0.9421098914493358
203,0.9421098907616863
204,0.9421098911516709
205,0.9421098920780109
206,0.9421098915958294
207,0.9421098917658867
208,0.9421098915012924
209,0.9421098899301232
210,0.9421098910817911
211,0.9421098910877713
212,0.9421098910444828
213,0.9421098921802394
214,0.9421098913230881
215,0.9421098914806729
216,0.942109891089102
217,0.9421098908571576
218,0.942109891888216
219,0.9421098914774706
220,0.9421098908512014
221,0.9421098897725503
222,0.9421098923474539
223,0.9421098923367912
224,0.9421098911602075
225,0.9421098912705682
226,0.9421098907576442
227,0.9421098907902586
228,0.9421098914489571
229,0.9421098922660569
230,0.9421098915455195
231,0.9421098914474957
232,0.942109891200958
233,0.9421098911537306
234,0.942109890350222
235,0.9421098911458793
236,0.9421098908663607
237,0.9421098910107712
238,0.9421098912156982
239,0.942109890971141
240,0.9421098917885007
241,0.9421098912139293
242,0.9421098898522732
243,0.9421098903297601
244,0.9421098913321321
245,0.9421098908381819
246,0.9421098918556908
247,0.9421098913009721
248,0.9421098912500201
249,0.9421098915562647
250,0.9421098917948646
251,0.9421098918303374
252,0.9421098908388628
253,0.9421098918849944
254,0.9421098921602831
255,0.9421098925127296
256,0.9421098911535861
257,0.9421098918155064
258,0.9421098907628787
259,0.9421098907513956
260,0.9421098922199691
261,0.9421098916879516
262,0.942109891408484
263,0.9421098921710397
264,0.942109892103231
265,0.9421098918522075
266,0.9421098915312106
267,0.9421098908618414
268,0.9421098918013948
269,0.9421098913011794
270,0.9421098916601265
271,0.9421098914653152
272,0.9421098913738243
273,0.94210989148509106
274,0.942109890742787
275,0.9421098919640358
276,0.9421098913488796
277,0.9421098918196701
278,0.9421098919311226
279,0.9421098910075745
280,0.9421098906515716
281,0.942109892472429
282,0.9421098919543471
283,0.9421098901886271
284,0.9421098911944518
285,0.9421098918582442
286,0.9421098913767973
287,0.9421098921685228
288,0.9421098917128894
289,0.9421098910762431
290,0.9421098918081338
291,0.9421098900867161
292,0.9421098909779569
293,0.9421098919762229
294,0.9421098915215892
295,0.9421098917135973
296,0.942109890390218
297,0.94210988902598225
298,0.9421098914483846
299,0.9421098902294855
300,0.9421098919097992
301,0.9421098904918378
302,0.9421098921074538
303,0.942109890394277
304,0.9421098907295141
305,0.942109891708497
306,0.9421098915092926
307,0.9421098913387891
308,0.9421098920101988
309,0.9421098906250097
310,0.9421098912675969
311,0.9421098919562109
312,0.9421098912190482
313,0.9421098914914857
314,0.9421098914888701
315,0.9421098926245622
316,0.9421098918809333
317,0.9421098907041203
318,0.9421098915103915
319,0.9421098904099147
320,0.9421098914146949
321,0.9421098917340611
322,0.9421098903344615
323,0.9421098922884134
324,0.9421098913161801
325,0.9421098910660023
326,0.9421098907781772
327,0.9421098913567809
328,0.9421098917852853
329,0.9421098916690619
330,0.9421098916415251
331,0.9421098919504564
332,0.9421098912232218
333,0.9421098914583566
334,0.9421098904411233
335,0.9421098918266607
336,0.9421098911863139
337,0.9421098917954978
338,0.9421098920607047
339,0.9421098914010683
340,0.9421098914215619
341,0.9421098915620931
342,0.9421098913918912
343,0.9421098909077865
344,0.9421098919251047
345,0.942109892151826
346,0.9421098915786308
347,0.9421098912508589
348,0.9421098910392763
349,0.942109892152202
350,0.9421098914557322
351,0.9421098906270114
352,0.942109892028374
353,0.9421098913480428
354,0.9421098904473065
355,0.9421098911918814
356,0.9421098917995296
357,0.9421098913619806
358,0.9421098916370333
359,0.9421098912422959
360,0.9421098899953139
361,0.9421098909654266
362,0.9421098913177791
363,0.9421098910320016
364,0.9421098906133142
365,0.9421098920543485
366,0.9421098923117707
367,0.9421098919026519
368,0.9421098919716064
369,0.9421098914135947
370,0.9421098915177286
371,0.9421098915825514
372,0.9421098919694567
373,0.9421098894136026
374,0.9421098905966363
375,0.9421098911035417
376,0.9421098918543819
377,0.9421098896144278
378,0.942109891564972
379,0.9421098923058139
380,0.9421098909125654
381,0.9421098907467952
382,0.9421098912770282
383,0.9421098920873306
384,0.9421098911670645
385,0.9421098911269922
386,0.9421098913981925
387,0.9421098909314115
388,0.9421098912046719
389,0.9421098914050717
390,0.9421098919097612
391,0.9421098906750732
392,0.9421098915797071
393,0.94210989146694
394,0.9421098916327473
395,0.9421098912344533
396,0.9421098915615951
397,0.9421098924728419
398,0.9421098914302521
399,0.9421098918293245
400,0.9421098910248694
401,0.9421098918600238
402,0.942109891600705
403,0.9421098913110094
404,0.9421098916266049
405,0.9421098920884282
406,0.9421098915852968
407,0.942109890781499
408,0.9421098920717309
409,0.9421098916213511
410,0.9421098916917722
411,0.9421098919985037
412,0.9421098910323049
413,0.9421098905581402
414,0.9421098915960928
415,0.9421098918271209
416,0.9421098910688477
417,0.9421098916114218
418,0.942109891521252
419,0.9421098913753941
420,0.9421098914063526
421,0.9421098917699084
422,0.94210989084477
423,0.9421098909989196
424,0.9421098904845886
425,0.9421098917678047
426,0.9421098916277093
427,0.9421098917326681
428,0.9421098915264383
429,0.9421098909417579
430,0.942109892299598
431,0.9421098918606388
432,0.9421098916681835
433,0.9421098912975744
434,0.9421098911711424
435,0.9421098915510734
436,0.942109892190798
437,0.942109891650922
438,0.942109889296779
439,0.9421098912240952
440,0.9421098902716827
441,0.9421098918996993
442,0.9421098924188129
443,0.9421098913125387
444,0.9421098918986867
445,0.9421098903264964
446,0.9421098917554799
447,0.9421098908414248
448,0.942109891979373
449,0.9421098914660174
450,0.942109890913128
451,0.9421098907650383
452,0.9421098914953053
453,0.9421098919173455
454,0.9421098906831629
455,0.9421098912344223
456,0.9421098919892174
457,0.94210989176102
458,0.9421098914629816
459,0.9421098915758714
460,0.942109890527383
461,0.9421098904507794
462,0.9421098926628415
463,0.9421098914612227
464,0.9421098917475219
465,0.9421098914819791
466,0.9421098918327439
467,0.942109890384628
468,0.9421098913706668
469,0.9421098914146511
470,0.9421098910883919
471,0.9421098914215945
472,0.942109891399404
473,0.9421098916537954
474,0.9421098912378985
475,0.9421098910102502
476,0.9421098909151809
477,0.942109891856188
478,0.942109891087155
479,0.9421098923272571
480,0.9421098923916728
481,0.9421098922783963
482,0.942109890875866
483,0.9421098920398852
484,0.9421098911795802
485,0.942109891501394
486,0.9421098907314219
487,0.9421098911873569
488,0.9421098913460907
489,0.9421098920640723
490,0.9421098913747623
491,0.9421098914628829
492,0.9421098916521123
493,0.9421098916875378
494,0.9421098921759813
495,0.9421098911306443
496,0.9421098914575593
497,0.9421098922756798
498,0.9421098917133643
499,0.9421098918934936
500,0.9421098913434569
501,0.9421098916629167
502,0.9421098910187481
503,0.9421098911601093
504,0.9421098915597463
505,0.9421098909397118
506,0.9421098919261195
507,0.9421098919836851
508,0.9421098912258177
509,0.9421098911634304
510,0.9421098901465611
511,0.9421098906963097
512,0.9421098915476224
513,0.9421098914282703
514,0.9421098902460492
515,0.9421098915030961
516,0.9421098915053121
517,0.9421098922044285
518,0.942109891554684
519,0.9421098910253166
520,0.9421098908323119
521,0.9421098918362892
522,0.9421098909227151
523,0.9421098921544286
524,0.9421098901110003
525,0.9421098906477433
526,0.9421098895815815
527,0.9421098916985603
528,0.9421098914552649
529,0.9421098908193182
530,0.942109892166157
531,0.9421098910217892
532,0.942109890970664
533,0.9421098920977656
534,0.9421098906204284
535,0.9421098914879931
536,0.94210989160239
537,0.9421098921265039
538,0.9421098911280931
539,0.9421098913132632
540,0.9421098910191241
541,0.9421098912847652
542,0.9421098910581409
543,0.9421098907696882
544,0.9421098918979943
545,0.9421098913053844
546,0.9421098914589563
547,0.9421098906429891
548,0.9421098905864859
549,0.9421098902604467
550,0.9421098908071153
551,0.942109891443515
552,0.9421098907351605
553,0.9421098919796735
554,0.9421098907300774
555,0.942109891586265
556,0.9421098914279185
557,0.9421098917262999
558,0.942109891035059
559,0.9421098911458897
560,0.9421098910291461
561,0.9421098913752398
562,0.9421098916580931
563,0.9421098917901066
564,0.9421098902688423
565,0.9421098922981891
566,0.942109890905772
567,0.9421098911703142
568,0.9421098901403732
569,0.9421098913009477
570,0.9421098910083734
571,0.9421098890276539
572,0.9421098913747475
573,0.942109890828411
574,0.942109889755259
575,0.9421098924751107
576,0.942109891503826
577,0.942109891509567
578,0.9421098918617585
579,0.9421098901443873
580,0.9421098908481467
581,0.9421098916603139
582,0.9421098913846857
583,0.9421098915705037
584,0.9421098908321002
585,0.9421098915643628
586,0.9421098915115584
587,0.9421098913235705
588,0.9421098912213574
589,0.9421098912271311
590,0.9421098909447309
591,0.9421098912896839
592,0.9421098917486896
593,0.942109890533344
594,0.9421098916061746
595,0.9421098922778798
596,0.9421098920314868
597,0.9421098920884293
598,0.9421098901462049
599,0.9421098911575143
600,0.9421098910189744
601,0.9421098920312659
602,0.9421098907316411
603,0.9421098922903987
604,0.9421098919439662
605,0.9421098908558555
606,0.9421098916137124
607,0.9421098918789196
608,0.9421098918777402
609,0.9421098914188417
610,0.9421098907833684
611,0.9421098914338071
612,0.9421098913894504
613,0.9421098916273997
614,0.9421098900830667
615,0.9421098920028157
616,0.9421098904164177
617,0.942109891014664
618,0.9421098913459216
619,0.9421098916673776
620,0.9421098915871225
621,0.9421098919119029
622,0.9421098915826139
623,0.9421098914719048
624,0.9421098908524613
625,0.9421098901789577
626,0.9421098915621869
627,0.9421098913518985
628,0.9421098911365884
629,0.942109891626913
630,0.9421098920725707
631,0.9421098918556343
